"","markers","cell"
"1075","LY75","end"
"1076","GIMAP4","end"
"1077","SOX17","end"
"1078","FOXF2","end"
"1079","PTRF","end"
"1080","NOS3","end"
"1081","CGNL1","end"
"1082","SOX18","end"
"1083","SLC39A8","end"
"1084","ACE2","end"
"1085","GM10030","end"
"1086","PROSER2","end"
"1087","IFI44","end"
"1088","FOXQ1","end"
"1089","PECAM1","end"
"1090","SEMA3G","end"
"1091","VWA1","end"
"1092","THSD1","end"
"1093","HMGCS2","end"
"1094","RAB11FIP1","end"
"1095","DENND3","end"
"1096","TNFSF10","end"
"1097","PALMD","end"
"1098","BSG","end"
"1099","MFSD7C","end"
"1100","CLEC14A","end"
"1101","ABCC6","end"
"1102","PLTP","end"
"1103","ARHGAP29","end"
"1104","ITGA1","end"
"1105","ACVRL1","end"
"1106","UACA","end"
"1107","IGSF5","end"
"1108","KCNJ8","end"
"1109","GM5127","end"
"1110","SLC16A1","end"
"1111","THBD","end"
"1112","4930578C19RIK","end"
"1113","SGMS1","end"
"1114","CD34","end"
"1115","SLC2A1","end"
"1116","UNC45B","end"
"1117","TBX4","end"
"1118","SAMD9L","end"
"1119","PAQR5","end"
"1120","IL2RG","end"
"1121","GATA2","end"
"1122","FAM129A","end"
"1123","ASPN","end"
"1124","ST8SIA4","end"
"1125","SLFN5","end"
"1126","BMX","end"
"1127","MMRN1","end"
"1128","5430416O09RIK","end"
"1129","BCL6B","end"
"1130","IL1R1","end"
"1131","ABCG2","end"
"1132","ECM1","end"
"1133","DLL4","end"
"1134","AHNAK","end"
"1135","CASQ2","end"
"1136","KANK3","end"
"1137","NOS2","end"
"1138","ANXA2","end"
"1139","AKAP12","end"
"1140","ST6GALNAC2","end"
"1141","ABCC9","end"
"1142","FLT4","end"
"1143","RHOJ","end"
"1144","SLC35F2","end"
"1145","HEG1","end"
"1146","ECM2","end"
"1147","ACER2","end"
"1148","TFRC","end"
"1149","HSPA12B","end"
"1150","LMNTD1","end"
"1151","STRA6","end"
"1152","C130074G19RIK","end"
"1153","LAMA4","end"
"1154","RASIP1","end"
"1155","NID1","end"
"1156","TPM4","end"
"1157","COL4A3","end"
"1158","FXYD5","end"
"1159","ENG","end"
"1160","PGM5","end"
"1161","MSRB3","end"
"1162","EBF1","end"
"1163","MARVELD2","end"
"1164","ASB4","end"
"1165","OSMR","end"
"1166","VIM","end"
"1167","LTBP4","end"
"1168","RGS5","end"
"1169","ST8SIA6","end"
"1170","ADH1","end"
"1171","RAI14","end"
"1172","SLC7A5","end"
"1173","LEF1","end"
"1174","IFI47","end"
"1175","DEGS2","end"
"1176","PPIC","end"
"1177","MGP","end"
"1178","BC028528","end"
"1179","UTRN","end"
"1180","ABCC4","end"
"1181","NXPE2","end"
"1182","GJA4","end"
"1183","COL4A2","end"
"1184","FGD5","end"
"1185","FOXF1","end"
"1186","MILL2","end"
"1187","CAST","end"
"1188","IGF1R","end"
"1189","ARL4A","end"
"1190","PROM1","end"
"1191","COL4A1","end"
"1192","ARHGEF5","end"
"1193","9430020K01RIK","end"
"1194","PCDH12","end"
"1195","TINAGL1","end"
"1196","2610305D13RIK","end"
"1197","RAMP2","end"
"1198","CSRP2","end"
"1199","SLC7A1","end"
"1200","ITGA4","end"
"1201","TMEM204","end"
"1202","MAOA","end"
"1203","ARHGEF15","end"
"1204","GIMAP3","end"
"1205","EDN1","end"
"1206","LSR","end"
"1207","KCNQ1","end"
"1208","MALL","end"
"1209","PROCR","end"
"1210","CTLA2B","end"
"1211","FAM124B","end"
"1212","TMEM88","end"
"1213","ADGRE5","end"
"1214","NAMPT","end"
"1215","GRB7","end"
"1216","GALNT15","end"
"1217","ZAP70","end"
"1218","PTGIS","end"
"1219","HIGD1B","end"
"1220","RPS2-PS10","end"
"1221","CD40","end"
"1222","MYLK","end"
"1223","KANK4","end"
"1224","FZD6","end"
"1225","MEGF6","end"
"1226","ESYT2","end"
"1227","CDKN2B","end"
"1228","FBLN5","end"
"1229","ZFP820","end"
"1230","CDC42EP3","end"
"1231","ANGPT2","end"
"1232","FOXC1","end"
"1233","CNGB1","end"
"1234","RIPPLY3","end"
"1235","POLK","end"
"1236","GCNT2","end"
"1237","GM21541","end"
"1238","FGFBP1","end"
"1239","ESYT1","end"
"1240","S100A11","end"
"1241","MADCAM1","end"
"1242","FZD4","end"
"1243","1700018A04RIK","end"
"1244","ZFP366","end"
"1245","TMEM154","end"
"1246","MAGIX","end"
"1247","SPATA6","end"
"1248","APCDD1","end"
"1249","HBA-A2","end"
"1250","SMTN","end"
"1251","GBP6","end"
"1252","FILIP1","end"
"1253","KIF26A","end"
"1254","ENPEP","end"
"1255","CASP12","end"
"1256","TRIM34B","end"
"1257","HSPB1","end"
"1258","ATP10D","end"
"1259","N4BP3","end"
"1260","DLC1","end"
"1261","EGFL8","end"
"1262","OASL2","end"
"1263","CTSW","end"
"1264","SLC39A10","end"
"1265","SCGB3A1","end"
"1266","AW112010","end"
"1267","PTPRM","end"
"1268","RBPMS","end"
"1269","PIR","end"
"1270","PRKCH","end"
"1271","VSIG2","end"
"1272","SGMS2","end"
"1273","IRF7","end"
"1274","SERPINH1","end"
"1275","SP100","end"
"1276","SLC6A6","end"
"1277","RET","end"
"1278","COL28A1","end"
"1279","EFNA1","end"
"1280","1810011O10RIK","end"
"1281","SNAI2","end"
"1282","PLS3","end"
"1283","ETS1","end"
"1284","ABLIM1","end"
"1285","GIMAP6","end"
"1286","MYH11","end"
"1287","SCARF1","end"
"1288","IIGP1","end"
"1289","WWTR1","end"
"1290","ZAK","end"
"1291","DPP4","end"
"1292","SLC31A1","end"
"1293","SMAD6","end"
"1294","PLA1A","end"
"1295","MOSPD1","end"
"1296","OLFR558","end"
"1297","ARHGAP18","end"
"1298","TBXA2R","end"
"1299","RTP4","end"
"1300","GRRP1","end"
"1301","TECRL","end"
"1302","NET1","end"
"1303","GBP2B","end"
"1304","FLNB","end"
"1305","AJUBA","end"
"1306","ACTA2","end"
"1307","JAG1","end"
"1308","CCDC141","end"
"1309","ECE1","end"
"1310","GPCPD1","end"
"1311","LAYN","end"
"1312","GM16046","end"
"1313","VIL1","end"
"1314","GM28527","end"
"1315","NOTCH4","end"
"1316","SPTBN1","end"
"1317","TPD52L1","end"
"1318","SRGN","end"
"1319","EDN3","end"
"1320","COBLL1","end"
"1321","TCF7","end"
"1322","SERPINB9B","end"
"1323","ATP2A3","end"
"1324","STC1","end"
"1325","ACKR2","end"
"1326","ADORA2A","end"
"1327","GM694","end"
"1328","AQP11","end"
"1329","MYL9","end"
"1330","MYO1B","end"
"1331","F2R","end"
"1332","SPOCK2","end"
"1333","MYL12A","end"
"1334","GIMAP7","end"
"1335","ART3","end"
"1336","PSMA8","end"
"1337","CCDC125","end"
"1338","TRPM6","end"
"1339","RASD1","end"
"1340","FAS","end"
"1341","EGFLAM","end"
"1342","FAR2","end"
"1343","NES","end"
"1344","RP24-370B22.3","end"
"1345","SNORD35B","end"
"1346","XAF1","end"
"1347","PRSS23","end"
"1348","P2RY14","end"
"1349","GM12158","end"
"1350","RP23-112A11.1","end"
"1351","GM13861","end"
"1352","LRRC32","end"
"1353","DNAH6","end"
"1354","4930556M19RIK","end"
"1355","CXCL12","end"
"1356","IQGAP1","end"
"1357","MMP25","end"
"1358","CES2C","end"
"1359","DYSF","end"
"1360","LRP8","end"
"1361","SLC30A1","end"
"1362","EHD2","end"
"1363","IFIT1","end"
"1364","KLF2","end"
"1365","G6PC","end"
"1366","BPIFB1","end"
"1367","ID1","end"
"1368","TMOD3","end"
"1369","EPAS1","end"
"1370","GOLIM4","end"
"1371","C1QTNF9","end"
"1372","TSC22D1","end"
"1373","GM37642","end"
"1374","FMO2","end"
"1375","STEAP4","end"
"1376","CAR5A","end"
"1377","TGFBR3","end"
"1378","CD151","end"
"1379","CTNNB1","end"
"1380","TGTP2","end"
"1381","RHOD","end"
"1382","RP24-230J14.2","end"
"1383","PRKD2","end"
"1384","TEAD4","end"
"1385","RP24-93M7.2","end"
"1386","DDX58","end"
"1387","GJC1","end"
"1388","NID2","end"
"1389","ATP13A5","end"
"1390","SHROOM4","end"
"1391","MPP7","end"
"1392","CRTAP","end"
"1393","COX4I2","end"
"1394","SHROOM1","end"
"1395","NOX4","end"
"1396","SLC40A1","end"
"1397","INSR","end"
"1398","CYTH3","end"
"1399","NOD1","end"
"1400","ACNAT1","end"
"1401","XDH","end"
"1402","CNN2","end"
"1403","PEAR1","end"
"1404","TAGLN","end"
"1405","CAV1","end"
"1406","GM15587","end"
"1407","A530084C06RIK","end"
"1408","NOTUM","end"
"1409","ISM1","end"
"1410","GPR4","end"
"1411","GM37587","end"
"1412","SEMA7A","end"
"1413","FOXL2OS","end"
"1414","CD55","end"
"1415","ANKRD37","end"
"1416","NMI","end"
"1417","PTPRG","end"
"1418","4930523C07RIK","end"
"1419","STARD13","end"
"1420","GSTT2","end"
"1421","CCL19-PS1","end"
"1422","GGT1","end"
"1423","PTPRR","end"
"1424","LAMA5","end"
"1425","LNX2","end"
"1426","DOCK6","end"
"1427","ODF3B","end"
"1428","NDUFA4L2","end"
"1429","SLC9A3R2","end"
"1430","NODAL","end"
"1431","GM9946","end"
"1432","GCH1","end"
"1433","CLEC1A","end"
"1434","NRP1","end"
"1435","GM38070","end"
"1436","ACTN4","end"
"1437","RASSF3","end"
"1438","IFITM7","end"
"1439","RTP3","end"
"1440","2310001H17RIK","end"
"1441","BMPR2","end"
"1442","AOC3","end"
"1443","CRIP2","end"
"1444","CR1L","end"
"1445","SLC38A11","end"
"1446","PGM1","end"
"1447","USP18","end"
"1448","TCAF2","end"
"1449","SLC16A9","end"
"1450","DBH","end"
"1451","GM14207","end"
"1452","KCNMB1","end"
"1453","GM13056","end"
"1454","CYSLTR2","end"
"1455","RNF144B","end"
"1456","TBX1","end"
"1457","GM14005","end"
"1458","CEACAM2","end"
"1459","MEOX1","end"
"1460","PCDH19","end"
"1461","TNS1","end"
"1462","TNS2","end"
"1463","CLEC2H","end"
"1464","ANO1","end"
"1465","TSPAN18","end"
"1466","SEPT10","end"
"1467","PHLDB2","end"
"1468","GM6792","end"
"1469","FRY","end"
"1470","SEMA3C","end"
"1471","ACOT9","end"
"1472","DNAH3","end"
"1473","CRIP1","end"
"1474","GSTA4","end"
"1475","NAALAD2","end"
"1476","TNFAIP1","end"
"1477","ARHGAP28","end"
"1478","RP23-334N1.1","end"
"1479","ACKR3","end"
"1480","HSPG2","end"
"1481","EOGT","end"
"1482","SLCO2A1","end"
"1483","CASP6","end"
"1484","SERPINA3H","end"
"1485","PCDH1","end"
"1486","MAPK12","end"
"1487","EPHX3","end"
"1488","PDE5A","end"
"1489","RP23-348H21.2","end"
"1490","CRACR2B","end"
"1491","BC002163","end"
"1492","RASGRP2","end"
"1493","PCP4L1","end"
"1494","GBP3","end"
"1495","PLK2","end"
"1496","TIAM1","end"
"1497","EXOC6","end"
"1498","E330017L17RIK","end"
"1499","PRND","end"
"1500","1110034G24RIK","end"
"1501","TMSB10","end"
"1502","1110008L16RIK","end"
"1503","EPHB4","end"
"1504","IRF6","end"
"1505","TPK1","end"
"1506","GPIHBP1","end"
"1507","PPM1J","end"
"1508","CD109","end"
"1509","GPRC5C","end"
"1510","FOXP1","end"
"1511","FAM84B","end"
"1512","LAMB2","end"
"1513","FAM60A","end"
"1514","A4GALT","end"
"1515","KCNE3","end"
"1516","RHOC","end"
"1517","LIPC","end"
"1518","TGTP1","end"
"1519","LUZP1","end"
"1520","DNAH2OS","end"
"1521","CLEC1B","end"
"1522","GM4804","end"
"1523","MT-TF","end"
"1524","2900026A02RIK","end"
"1525","IFIH1","end"
"1526","RAD54B","end"
"1527","PLEKHG5","end"
"1528","MSX1","end"
"1529","RPL38","end"
"1530","ADAM10","end"
"1531","GM9581","end"
"1532","BNIP2","end"
"1533","AFAP1L1","end"
"1534","RP23-239A13.1","end"
"1535","ITGB1","end"
"1536","TPM3-RS7","end"
"1537","TAX1BP3","end"
"1538","RBMS2","end"
"1539","MYL6","end"
"1540","GM2564","end"
"1541","NOMO1","end"
"1542","CHRNB1","end"
"1543","GM9917","end"
"1544","IL2RA","end"
"1545","PLA2G2F","end"
"1546","TMEM123","end"
"1547","PKN3","end"
"1548","NLRC3","end"
"1549","ADGRG6","end"
"1550","GM7809","end"
"1551","CD2AP","end"
"1552","APOL7D","end"
"1553","4931406P16RIK","end"
"1554","SIK1","end"
"1555","CARD10","end"
"1556","GM12002","end"
"1557","KCP","end"
"1558","CASP7","end"
"1559","ADAMTSL2","end"
"1560","PLXND1","end"
"1561","CRYBG3","end"
"1562","FOXL2","end"
"1563","SRPR","end"
"1564","SCARB1","end"
"1565","SEBOX","end"
"1566","OLFR1372-PS1","end"
"1567","BOK","end"
"1568","TNFRSF10B","end"
"1569","OLFR78","end"
"1570","JAG2","end"
"1571","BCAM","end"
"1572","MKL2","end"
"1573","TFPI2","end"
"1574","ANXA3","end"
"1575","UBE2L6","end"
"1576","MT-TS2","end"
"1577","FAM43A","end"
"1578","CLIC6","end"
"1579","MPZL1","end"
"1580","GIMAP1","end"
"1581","GM13152","end"
"1582","CREM","end"
"1583","BAMBI","end"
"1584","CALU","end"
"1585","4930429F24RIK","end"
"1586","GM8995","end"
"1587","TAGLN2","end"
"1588","ADGRA2","end"
"1589","LIMS1","end"
"1590","MAN2A1","end"
"1591","CMTM8","end"
"1592","KCNJ15","end"
"1593","IFNAR1","end"
"1594","PRELID2","end"
"1595","TSPAN13","end"
"1596","SECTM1A","end"
"1597","NCK1","end"
"1598","GM5205","end"
"1599","GM10258","end"
"1600","ADGRL2","end"
"1601","EXOC3L","end"
"1602","RP24-223N5.1","end"
"1603","HELZ2","end"
"1604","CALD1","end"
"1605","CAPG","end"
"1606","EPS8L2","end"
"1607","CD59B","end"
"1608","DNAJC10","end"
"1609","GM26809","end"
"1610","SMCO4","end"
"1611","MYOF","end"
"1612","RASL12","end"
"1613","PAKAP","end"
"1614","ZFP7","end"
"1615","CXCL3","end"
"1616","MAP4K2","end"
"1617","TBC1D2","end"
"1618","TRIM56","end"
"1619","RPH3AL","end"
"1620","NOTUMOS","end"
"1621","PMAIP1","end"
"1622","ANXA4","end"
"1623","TIMP1","end"
"1624","GM8174","end"
"1625","FAIM","end"
"1626","BAG2","end"
"1627","MANNR","end"
"1628","CAV2","end"
"1629","GM11942","end"
"1630","RPL30-PS2","end"
"1631","IRX3","end"
"1632","GM8730","end"
"1633","SOX13","end"
"1634","BC051628","end"
"1635","GM7497","end"
"1636","NXN","end"
"1637","RP24-448C16.7","end"
"1638","FLNA","end"
"1639","IFI35","end"
"1640","GM6733","end"
"1641","KLF11","end"
"1642","CUTAL","end"
"1643","9530026P05RIK","end"
"1644","SLC43A3","end"
"1645","F5","end"
"1646","LATS2","end"
"1647","GM38197","end"
"1648","SERPINA1B","end"
"1649","NPR1","end"
"1650","MLLT4","end"
"1651","ABHD2","end"
"1652","CLEC9A","end"
"1653","RNF213","end"
"1654","OSBPL9","end"
"1655","ACTN1","end"
"1656","GM12868","end"
"1657","MPRIP","end"
"1658","SELP","end"
"1659","CTNNA1","end"
"1660","RD3","end"
"1661","GPER1","end"
"1662","GM12926","end"
"1663","GRASP","end"
"1664","CNOT6L","end"
"1665","FLI1","end"
"1666","GM9770","end"
"1667","RBMS1","end"
"1668","CLDN6","end"
"1669","MT-TV","end"
"1670","ISYNA1","end"
"1671","MUSTN1","end"
"1672","ATOX1","end"
"1673","TGFB1I1","end"
"1674","CD248","end"
"1675","GRB10","end"
"1676","SYT15","end"
"1677","RIPK1","end"
"1678","4833412C05RIK","end"
"1679","CCDC152","end"
"1680","E2F7","end"
"1681","RNF19A","end"
"1682","LAMC1","end"
"1683","RP23-38L11.1","end"
"1684","GM29561","end"
