"","markers","cell"
"4690","RHPN2","oli"
"4691","LRRC46","oli"
"4692","GM16938","oli"
"4693","DIS3L2","oli"
"4694","LITAF","oli"
"4695","GM19445","oli"
"4696","NEO1","oli"
"4697","SHROOM3","oli"
"4698","GNA12","oli"
"4699","GM10564","oli"
"4700","HIST1H3E","oli"
"4701","PGAP2","oli"
"4702","CYSTM1","oli"
"4703","GPD1","oli"
"4704","WBP1","oli"
"4705","2600006K01RIK","oli"
"4706","ARFGAP3","oli"
"4707","ANGPT4","oli"
"4708","PPP1R3E","oli"
"4709","SLC4A2","oli"
"4710","ACLY","oli"
"4711","ATP8B1","oli"
"4712","TSC22D4","oli"
"4713","GM3571","oli"
"4714","FPGT","oli"
"4715","FBXW17","oli"
"4716","LAP3","oli"
"4717","RAB40C","oli"
"4718","1110032A03RIK","oli"
"4719","WDR55","oli"
"4720","HDAC11","oli"
"4721","RPP40","oli"
"4722","TULP4","oli"
"4723","GM6829","oli"
"4724","THSD4","oli"
"4725","ZC4H2","oli"
"4726","MAPK3","oli"
"4727","SHROOM2","oli"
"4728","SAMD8","oli"
"4729","HSPB11","oli"
"4730","ST7L","oli"
"4731","ATP8A1","oli"
"4732","TMEM62","oli"
"4733","GNG7","oli"
"4734","GM12198","oli"
"4735","TLL2","oli"
"4736","PDK3","oli"
"4737","FKTN","oli"
"4738","NKX2-2OS","oli"
"4739","NUDT8","oli"
"4740","PIGA","oli"
"4741","RIMKLA","oli"
"4742","QK","oli"
"4743","BET1","oli"
"4744","CC2D1B","oli"
"4745","EIF2B1","oli"
"4746","HR","oli"
"4747","PPP1R16A","oli"
"4748","DUSP10","oli"
"4749","FARP2","oli"
"4750","1110065P20RIK","oli"
"4751","PPDPF","oli"
"4752","GM5602","oli"
"4753","COL11A2","oli"
"4754","A330015K06RIK","oli"
"4755","ADIPOR2","oli"
"4756","TPST1","oli"
"4757","SEC23B","oli"
"4758","LRRC42","oli"
"4759","MORN1","oli"
"4760","GM7361","oli"
"4761","GKAP1","oli"
"4762","RPL31-PS15","oli"
"4763","STAMBP","oli"
"4764","EPCAM","oli"
"4765","TEX2","oli"
"4766","MRPL48","oli"
"4767","RP24-303G10.1","oli"
"4768","GM10602","oli"
"4769","MIR7049","oli"
"4770","ADRA1D","oli"
"4771","WDPCP","oli"
"4772","RDX","oli"
"4773","AP5Z1","oli"
"4774","MPC1-PS","oli"
"4775","MPL","oli"
"4776","SLU7","oli"
"4777","GM7347","oli"
"4778","9530053A07RIK","oli"
"4779","SYPL","oli"
"4780","GPR155","oli"
"4781","MED30","oli"
"4782","CHFR","oli"
"4783","DCAF17","oli"
"4784","4930461C15RIK","oli"
"4785","TGFA","oli"
"4786","RNASEH2B","oli"
"4787","GINS4","oli"
"4788","BC031181","oli"
"4789","FBXW20","oli"
"4790","DNAJC19","oli"
"4791","FDPS","oli"
"4792","GIT1","oli"
"4793","GM8508","oli"
"4794","4933428G20RIK","oli"
"4795","STARD3","oli"
"4796","SERTAD3","oli"
"4797","DNAIC2","oli"
"4798","MGAT3","oli"
"4799","SYNE3","oli"
"4800","TYW1","oli"
"4801","SIK3","oli"
"4802","GNAI1","oli"
"4803","NKX2-2","oli"
"4804","PNO1","oli"
"4805","RAB31","oli"
"4806","NCAM2","oli"
"4807","NBR1","oli"
"4808","OSBPL7","oli"
"4809","REEP3","oli"
"4810","BCAS1OS2","oli"
"4811","FAM168A","oli"
"4812","FAM98A","oli"
"4813","RAB10","oli"
"4814","FBN2","oli"
"4815","STEAP1","oli"
"4816","PPP2R2A","oli"
"4817","1810058I24RIK","oli"
"4818","MSRB1","oli"
"4819","SLC38A2","oli"
"4820","ADORA1","oli"
"4821","CYB5D2","oli"
"4822","ACTR1A","oli"
"4823","GM26268","oli"
"4824","SH3D19","oli"
"4825","TTC9","oli"
"4826","GM31728","oli"
"4827","CDK19","oli"
"4828","TMEM134","oli"
"4829","POMGNT1","oli"
"4830","IARS","oli"
"4831","ANKRD49","oli"
"4832","TMEM33","oli"
"4833","GALNT5","oli"
"4834","DNPH1","oli"
"4835","SRPK3","oli"
"4836","MT-TY","oli"
"4837","DMRTA1","oli"
"4838","MROH3","oli"
"4839","CTPS","oli"
"4840","SRP14","oli"
"4841","DDRGK1","oli"
"4842","TRIM35","oli"
"4843","SYNRG","oli"
"4844","GM26829","oli"
"4845","2310007B03RIK","oli"
"4846","NPB","oli"
"4847","PRSS32","oli"
"4848","ZFP688","oli"
"4849","ST6GALNAC3","oli"
"4850","PLD6","oli"
"4851","SH3KBP1","oli"
"4852","GM15622","oli"
"4853","CORO7","oli"
"4854","USP31","oli"
"4855","ARHGEF37","oli"
"4856","TNS3","oli"
"4857","RAB33B","oli"
"4858","DHCR24","oli"
"4859","ACSS2","oli"
"4860","OMP","oli"
"4861","NDUFA3","oli"
"4862","HMGCS1","oli"
"4863","SELK","oli"
"4864","ABHD5","oli"
"4865","GM36981","oli"
"4866","SORT1","oli"
"4867","TMCC1","oli"
"4868","PEX2","oli"
"4869","UBE2D1","oli"
"4870","GM23935","oli"
"4871","TMEM60","oli"
"4872","PLA2G6","oli"
"4873","ZCWPW1","oli"
"4874","POGLUT1","oli"
"4875","LCORL","oli"
"4876","TMEM74","oli"
"4877","ALDH3B1","oli"
"4878","CHRNE","oli"
"4879","NUDT1","oli"
"4880","STARD3NL","oli"
"4881","APP","oli"
"4882","KLF13","oli"
"4883","MPST","oli"
"4884","GM12879","oli"
"4885","GM37460","oli"
"4886","MBNL2","oli"
"4887","CACNG7","oli"
"4888","NBAS","oli"
"4889","FOLH1","oli"
"4890","B3GNTL1","oli"
"4891","6330562C20RIK","oli"
"4892","ADAMTSL1","oli"
"4893","RP24-162F23.9","oli"
"4894","TMEM98","oli"
"4895","4930506M07RIK","oli"
"4896","TMEM5","oli"
"4897","TCEANC2","oli"
"4898","MT-TN","oli"
"4899","9530059O14RIK","oli"
"4900","MCAM","oli"
"4901","3110045C21RIK","oli"
"4902","2610012C04RIK","oli"
"4903","ALDH3A2","oli"
"4904","CHMP7","oli"
"4905","HOXD1","oli"
"4906","SPSB1","oli"
"4907","IFT46","oli"
"4908","HINT3","oli"
"4909","LYRM2","oli"
"4910","ZEB2","oli"
"4911","NPC1","oli"
"4912","HIPK2","oli"
"4913","TMEM63B","oli"
"4914","DST","oli"
"4915","5330413P13RIK","oli"
"4916","PTPN11","oli"
"4917","KLHL30","oli"
"4918","MAGT1","oli"
"4919","7530428D23RIK","oli"
"4920","GM12828","oli"
"4921","GATAD1","oli"
"4922","CLMN","oli"
"4923","MIEN1","oli"
"4924","R3HCC1","oli"
"4925","FASN","oli"
"4926","ITIH5L-PS","oli"
"4927","BC048403","oli"
"4928","DSTYK","oli"
"4929","GM2694","oli"
"4930","GM10471","oli"
"4931","TUBA1A","oli"
"4932","ZFP637","oli"
"4933","HIAT1","oli"
"4934","RTN4","oli"
"4935","GM10143","oli"
"4936","SPCS1","oli"
"4937","GM10538","oli"
"4938","RAB2B","oli"
"4939","MMP13","oli"
"4940","RCOR2","oli"
"4941","PROX1","oli"
"4942","MPC1","oli"
"4943","NABP2","oli"
"4944","FGFR2","oli"
"4945","TJAP1","oli"
"4946","GJB4","oli"
"4947","GM37034","oli"
"4948","VPS8","oli"
"4949","CAPN10","oli"
"4950","GM28609","oli"
"4951","SASS6","oli"
"4952","MT-RNR1","oli"
"4953","TECR","oli"
"4954","TBC1D14","oli"
"4955","NKX2-9","oli"
"4956","TMEM14A","oli"
"4957","TMEM170","oli"
"4958","GM5873","oli"
"4959","COMMD5","oli"
"4960","PMEL","oli"
"4961","RP23-173N16.3","oli"
"4962","BIRC2","oli"
"4963","GM28438","oli"
"4964","RPP30","oli"
"4965","PET100","oli"
"4966","GM14026","oli"
"4967","1810037I17RIK","oli"
"4968","LRRC8DOS","oli"
"4969","LOH12CR1","oli"
"4970","GUK1","oli"
"4971","E330034G19RIK","oli"
"4972","MICAL3","oli"
"4973","TRP53INP2","oli"
"4974","ADH5","oli"
"4975","SAP30BP","oli"
"4976","GTF3A","oli"
"4977","HIST1H4N","oli"
"4978","INTS4","oli"
"4979","TAF9B","oli"
"4980","FAM83F","oli"
"4981","ANKRD39","oli"
"4982","PTPRQ","oli"
"4983","AHRR","oli"
"4984","STX6","oli"
"4985","2210411M09RIK","oli"
"4986","PYCR2","oli"
"4987","DHCR7","oli"
"4988","ANAPC11","oli"
"4989","ATRN","oli"
"4990","OPN4","oli"
"4991","RHOG","oli"
"4992","KIF13A","oli"
"4993","B230118H07RIK","oli"
"4994","BCAS3","oli"
"4995","MRPL10","oli"
"4996","PIM3","oli"
"4997","PPP1R17","oli"
"4998","2610306M01RIK","oli"
"4999","GM15662","oli"
"5000","MPP2","oli"
"5001","CCNB1","opc"
"5002","TOP2A","opc"
"5003","CENPF","opc"
"5004","LAMA1","opc"
"5005","PNLIP","opc"
"5006","PBK","opc"
"5007","CKAP2","opc"
"5008","CKAP2L","opc"
"5009","KIF2C","opc"
"5010","ARHGEF39","opc"
"5011","UBE2C","opc"
"5012","ITIH2","opc"
"5013","ECT2","opc"
"5014","MYT1","opc"
"5015","NUF2","opc"
"5016","CDC25C","opc"
"5017","FAM180A","opc"
"5018","EMID1","opc"
"5019","COL3A1","opc"
"5020","PRC1","opc"
"5021","MCM3","opc"
"5022","DLGAP5","opc"
"5023","INMT","opc"
"5024","ADM","opc"
"5025","SRPX2","opc"
"5026","MKI67","opc"
"5027","RP23-211E12.6","opc"
"5028","POSTN","opc"
"5029","ZIC4","opc"
"5030","ASPM","opc"
"5031","1110015O18RIK","opc"
"5032","CDCA2","opc"
"5033","VIPR2","opc"
"5034","SPP1","opc"
"5035","CENPI","opc"
"5036","HMMR","opc"
"5037","NDC80","opc"
"5038","UGDH","opc"
"5039","GM11650","opc"
"5040","MC4R","opc"
"5041","PLK1","opc"
"5042","KIF20A","opc"
"5043","LBP","opc"
"5044","CDK1","opc"
"5045","CASC5","opc"
"5046","B3GNT5","opc"
"5047","TROAP","opc"
"5048","GM36933","opc"
"5049","CCNB2","opc"
"5050","BUB1","opc"
"5051","SLC2A12","opc"
"5052","PDGFRA","opc"
"5053","FAM64A","opc"
"5054","TACC3","opc"
"5055","GM22","opc"
"5056","S100A3","opc"
"5057","ARHGAP19","opc"
"5058","BIRC5","opc"
"5059","CDCA8","opc"
"5060","KIF11","opc"
"5061","1190002F15RIK","opc"
"5062","PRR11","opc"
"5063","AMPD3","opc"
"5064","SHMT1","opc"
"5065","LPO","opc"
"5066","MPZL2","opc"
"5067","PABPC5","opc"
"5068","TMEM255B","opc"
"5069","KIF14","opc"
"5070","KNSTRN","opc"
"5071","RASA3","opc"
"5072","FAM35A","opc"
"5073","TNFRSF11B","opc"
"5074","KIF18A","opc"
"5075","GM7173","opc"
"5076","MELK","opc"
"5077","SHISA2","opc"
"5078","RP23-31L10.4","opc"
"5079","LAMC3","opc"
"5080","ZBTB39","opc"
"5081","TMEM45A","opc"
"5082","GM4117","opc"
"5083","ACAN","opc"
"5084","SAPCD2","opc"
"5085","RP23-237H9.2","opc"
"5086","PCDH15","opc"
"5087","GM38248","opc"
"5088","CSPG4","opc"
"5089","KIF23","opc"
"5090","LAD1","opc"
"5091","KIF20B","opc"
"5092","COL6A2","opc"
"5093","MCM9","opc"
"5094","GM37725","opc"
"5095","GM14540","opc"
"5096","SGOL1","opc"
"5097","4933400F21RIK","opc"
"5098","FANCI","opc"
"5099","PRSS35","opc"
"5100","CDC20","opc"
"5101","TPX2","opc"
"5102","CHAF1B","opc"
"5103","SPC24","opc"
"5104","UHRF1","opc"
"5105","THBS1","opc"
"5106","FOXM1","opc"
"5107","MAPK7","opc"
"5108","GM37484","opc"
"5109","GM38024","opc"
"5110","DPYD","opc"
"5111","A730062M13RIK","opc"
"5112","NEIL3","opc"
"5113","BOLL","opc"
"5114","GPRC5A","opc"
"5115","GM37457","opc"
"5116","PRICKLE3","opc"
"5117","FRMD7","opc"
"5118","C1QTNF2","opc"
"5119","CEP55","opc"
"5120","RP23-173N16.5","opc"
"5121","TRAF4","opc"
"5122","GALNT3","opc"
"5123","ADAMTSL3","opc"
"5124","SLC6A13","opc"
"5125","CHST11","opc"
"5126","KIF4","opc"
"5127","ROR2","opc"
"5128","HC","opc"
"5129","GM37297","opc"
"5130","CPA4","opc"
"5131","DNAH11","opc"
"5132","1810034E14RIK","opc"
"5133","SULF1","opc"
"5134","CDC6","opc"
"5135","9530051G07RIK","opc"
"5136","AP5B1","opc"
"5137","DNA2","opc"
"5138","MIS18BP1","opc"
"5139","RP23-298M23.11","opc"
"5140","A930009A15RIK","opc"
"5141","CAPN11","opc"
"5142","COL1A2","opc"
"5143","LHFPL3","opc"
"5144","DLL1","opc"
"5145","2610035F20RIK","opc"
"5146","A330041J22RIK","opc"
"5147","HTRA3","opc"
"5148","CCNF","opc"
"5149","GM26615","opc"
"5150","FBXW10","opc"
"5151","EXO1","opc"
"5152","DBPHT2","opc"
"5153","COL23A1","opc"
"5154","HCAR1","opc"
"5155","DERL3","opc"
"5156","GM21846","opc"
"5157","TTK","opc"
"5158","TMEM198B","opc"
"5159","MOCS1","opc"
"5160","MCM5","opc"
"5161","EPB4.1L4A","opc"
"5162","2900005J15RIK","opc"
"5163","KIF22","opc"
"5164","PODN","opc"
"5165","MUC1","opc"
"5166","TMEM255A","opc"
"5167","PIH1D2","opc"
"5168","SETDB2","opc"
"5169","GM38355","opc"
"5170","F8","opc"
"5171","SGOL2A","opc"
"5172","GM29135","opc"
"5173","EZH2","opc"
"5174","CENPL","opc"
"5175","RP23-110C17.2","opc"
"5176","RAD51","opc"
"5177","NRG1","opc"
"5178","RNF17","opc"
"5179","HELLS","opc"
"5180","AOX3","opc"
"5181","GM26559","opc"
"5182","CPXM1","opc"
"5183","DNAH14","opc"
"5184","GM37040","opc"
"5185","GM28582","opc"
"5186","ADAM12","opc"
"5187","PRKG2","opc"
"5188","1810010H24RIK","opc"
"5189","GM28379","opc"
"5190","GM16234","opc"
"5191","LRSAM1","opc"
"5192","EPHB3","opc"
"5193","KCNH8","opc"
"5194","4930427A07RIK","opc"
"5195","CAPRIN2","opc"
"5196","CMBL","opc"
"5197","GTSE1","opc"
"5198","4932413F04RIK","opc"
"5199","3100002H09RIK","opc"
"5200","SLC25A30","opc"
"5201","CACNG4","opc"
"5202","GM13204","opc"
"5203","TRIM45","opc"
"5204","GM6425","opc"
"5205","SMC4","opc"
"5206","PHF19","opc"
"5207","MEIS1","opc"
"5208","CREB3L3","opc"
"5209","PHLDA1","opc"
"5210","CFTR","opc"
"5211","CENPJ","opc"
"5212","COL4A5","opc"
"5213","LNX1","opc"
"5214","RLBP1","opc"
"5215","GPT2","opc"
"5216","FIGNL1","opc"
"5217","C430049B03RIK","opc"
"5218","RP24-87P2.3","opc"
"5219","SCEL","opc"
"5220","CATSPERD","opc"
"5221","1700086L19RIK","opc"
"5222","KCNIP3","opc"
"5223","SFMBT2","opc"
"5224","GM9839","opc"
"5225","KRT17","opc"
"5226","GM7008","opc"
"5227","FBLN7","opc"
"5228","TMCO4","opc"
"5229","GM4876","opc"
"5230","FAM71F2","opc"
"5231","GPSM2","opc"
"5232","GM26549","opc"
"5233","GM15941","opc"
"5234","RP24-529E15.3","opc"
"5235","PCDHGA5","opc"
"5236","TNR","opc"
"5237","GPR82","opc"
"5238","ZFP280B","opc"
"5239","FZD9","opc"
"5240","GM12697","opc"
"5241","RHPN1","opc"
"5242","MSH6","opc"
"5243","ANTXR1","opc"
"5244","GM37558","opc"
"5245","RP23-137F6.5","opc"
"5246","CHST15","opc"
"5247","TCF3","opc"
"5248","2600014E21RIK","opc"
"5249","EFCAB11","opc"
"5250","FAM111A","opc"
"5251","SPC25","opc"
"5252","DCBLD1","opc"
"5253","SOX6","opc"
"5254","RP23-240A11.2","opc"
"5255","MC5R","opc"
"5256","DDX4","opc"
"5257","STIL","opc"
"5258","RHCG","opc"
"5259","SPSB4","opc"
"5260","PCYOX1L","opc"
"5261","MTHFD1L","opc"
"5262","GM17235","opc"
"5263","GFRA1","opc"
"5264","4930517E11RIK","opc"
"5265","CYP1B1","opc"
"5266","GM16353","opc"
"5267","SCML2","opc"
"5268","XLR3B","opc"
"5269","4930579G24RIK","opc"
"5270","SUSD6","opc"
"5271","SLC1A5","opc"
"5272","FBXL8","opc"
"5273","CEMIP","opc"
"5274","PLEKHG6","opc"
"5275","SDC3","opc"
"5276","ADAMTS5","opc"
"5277","GM28307","opc"
"5278","NXPH1","opc"
"5279","5330416C01RIK","opc"
"5280","5730508B09RIK","opc"
"5281","SAMD10","opc"
"5282","GM26814","opc"
"5283","SPRY4","opc"
"5284","TXNRD2","opc"
"5285","FBXO5","opc"
"5286","BFSP1","opc"
"5287","4933406J10RIK","opc"
"5288","DCN","opc"
"5289","VCAN","opc"
"5290","PELO","opc"
"5291","MIDN","opc"
"5292","SIX4","opc"
"5293","TYMS","opc"
"5294","C1QTNF6","opc"
"5295","KDELR3","opc"
"5296","RP23-200E11.3","opc"
"5297","MKRN3","opc"
"5298","ZGRF1","opc"
"5299","ZSWIM5","opc"
"5300","CKS2","opc"
"5301","CDO1","opc"
"5302","RAD54L","opc"
"5303","TRAV3-3","opc"
"5304","RP23-286M22.1","opc"
"5305","NASP","opc"
"5306","SDR42E1","opc"
"5307","CENPK","opc"
"5308","PCDHA9","opc"
"5309","PCDH11X","opc"
"5310","GM37897","opc"
"5311","CEP41","opc"
"5312","RP24-80L24.3","opc"
"5313","A530064N14RIK","opc"
"5314","VMN2R57","opc"
"5315","COIL","opc"
"5316","DCC","opc"
"5317","MNS1","opc"
"5318","GM37529","opc"
"5319","NMRK1","opc"
"5320","LRP2BP","opc"
"5321","AURKB","opc"
"5322","GM12272","opc"
"5323","ZKSCAN2","opc"
"5324","GM37936","opc"
"5325","RIN1","opc"
"5326","2810417H13RIK","opc"
"5327","PRIM1","opc"
"5328","EBF4","opc"
"5329","SLC25A15","opc"
"5330","ITGA9","opc"
"5331","RP23-477N9.2","opc"
"5332","PPP6R1","opc"
"5333","GM14403","opc"
"5334","PI4K2B","opc"
"5335","HIP1R","opc"
"5336","XKR6","opc"
"5337","ABTB2","opc"
"5338","GM29183","opc"
"5339","ADAMTS8","opc"
"5340","SP3OS","opc"
"5341","RRM2","opc"
"5342","RARB","opc"
"5343","MALT1","opc"
"5344","GM37731","opc"
"5345","OPRL1","opc"
"5346","ZFP647","opc"
"5347","XKR5","opc"
"5348","PXYLP1","opc"
"5349","MMP15","opc"
"5350","ODF3L2","opc"
"5351","GM19461","opc"
"5352","SPDL1","opc"
"5353","TEX40","opc"
"5354","SNX8","opc"
"5355","QPCT","opc"
"5356","ADAMTS9","opc"
"5357","SAMD14","opc"
"5358","PCOLCE","opc"
"5359","GM38192","opc"
"5360","TMEM132B","opc"
"5361","CLMP","opc"
"5362","RP23-370G17.1","opc"
"5363","DCDC2A","opc"
"5364","XYLT1","opc"
"5365","SPRY1","opc"
"5366","TRIM7","opc"
"5367","HAS2","opc"
"5368","SFN","opc"
"5369","TRIM67","opc"
"5370","VWA9","opc"
"5371","KIF15","opc"
"5372","SUSD5","opc"
"5373","RP23-382L1.4","opc"
"5374","DEPDC1A","opc"
"5375","BORA","opc"
"5376","BMP7","opc"
"5377","NTN1","opc"
"5378","CEP89","opc"
"5379","SOX5OS3","opc"
"5380","RASL11A","opc"
"5381","CHRNA4","opc"
"5382","GM15521","opc"
"5383","CENPE","opc"
"5384","BCL2L13","opc"
"5385","TMC6","opc"
"5386","MURC","opc"
"5387","SNX22","opc"
"5388","GM38008","opc"
"5389","3632451O06RIK","opc"
"5390","CCL5","opc"
"5391","GM11764","opc"
"5392","GFOD2","opc"
"5393","SVIL","opc"
"5394","NLGN3","opc"
"5395","PPP1R26","opc"
"5396","1500002C15RIK","opc"
"5397","ZFP81","opc"
"5398","3110035E14RIK","opc"
"5399","RGS9","opc"
"5400","RP23-358D12.2","opc"
"5401","GM14097","opc"
"5402","MEX3C","opc"
"5403","FAM132A","opc"
"5404","CDKN3","opc"
"5405","SLC22A3","opc"
"5406","WDR25","opc"
"5407","4933408N05RIK","opc"
"5408","AURKA","opc"
"5409","STK32A","opc"
"5410","GM17057","opc"
"5411","SLFN8","opc"
"5412","GM36935","opc"
"5413","NOA1","opc"
"5414","D430042O09RIK","opc"
"5415","F830208F22RIK","opc"
"5416","RP24-210N1.3","opc"
"5417","NOP9","opc"
"5418","LPPR1","opc"
"5419","JRK","opc"
"5420","4921507G05RIK","opc"
"5421","1700030J22RIK","opc"
"5422","CCDC14","opc"
"5423","MED9OS","opc"
"5424","GM16185","opc"
"5425","STAMOS","opc"
"5426","LUM","opc"
"5427","ETOHI1","opc"
"5428","PLXNA3","opc"
"5429","SKA3","opc"
"5430","B9D1OS","opc"
"5431","AFF3","B_cells"
"5432","BANK1","B_cells"
"5433","BLK","B_cells"
"5434","BTLA","B_cells"
"5435","CCR6","B_cells"
"5436","CD180","B_cells"
"5437","CD19","B_cells"
"5438","CD22","B_cells"
"5439","CD37","B_cells"
"5440","CD72","B_cells"
"5441","CD79A","B_cells"
"5442","CD79B","B_cells"
"5443","CR2","B_cells"
"5444","EBF1","B_cells"
"5445","FAM129C","B_cells"
"5446","FCRL1","B_cells"
"5447","FCRL2","B_cells"
"5448","FCRL3","B_cells"
"5449","FCRL5","B_cells"
"5450","FCRLA","B_cells"
"5451","HLA-DOB","B_cells"
"5452","IGHV5-78","B_cells"
"5453","KIAA0125","B_cells"
"5454","LINC00926","B_cells"
"5455","LOC100507616","B_cells"
"5456","LY9","B_cells"
"5457","MS4A1","B_cells"
"5458","P2RX5","B_cells"
"5459","PAX5","B_cells"
"5460","PNOC","B_cells"
"5461","POU2F2","B_cells"
"5462","S1PR4","B_cells"
"5463","SNX22","B_cells"
"5464","STAP1","B_cells"
"5465","TCL1A","B_cells"
"5466","TLR10","B_cells"
"5467","VPREB3","B_cells"
"5468","AMICA1","T_cells"
"5469","APBB1IP","T_cells"
"5470","ARHGAP15","T_cells"
"5471","ARHGAP25","T_cells"
"5472","ARHGAP9","T_cells"
"5473","BIN2","T_cells"
"5474","BTK","T_cells"
"5475","C1ORF162","T_cells"
"5476","CCL19","T_cells"
"5477","CCR7","T_cells"
"5478","CD2","T_cells"
"5479","CD27","T_cells"
"5480","CD28","T_cells"
"5481","CD3D","T_cells"
"5482","CD3E","T_cells"
"5483","CD3G","T_cells"
"5484","CD48","T_cells"
"5485","CD52","T_cells"
"5486","CD6","T_cells"
"5487","CD8A","T_cells"
"5488","CD96","T_cells"
"5489","CORO1A","T_cells"
"5490","CRTAM","T_cells"
"5491","CXCL9","T_cells"
"5492","CXCR6","T_cells"
"5493","CYTIP","T_cells"
"5494","DOCK10","T_cells"
"5495","DOCK2","T_cells"
"5496","DOCK8","T_cells"
"5497","DPEP2","T_cells"
"5498","EVI2A","T_cells"
"5499","EVI2B","T_cells"
"5500","FAM26F","T_cells"
"5501","FLI1","T_cells"
"5502","FYB","T_cells"
"5503","FYN","T_cells"
"5504","GAB3","T_cells"
"5505","GIMAP2","T_cells"
"5506","GIMAP4","T_cells"
"5507","GIMAP5","T_cells"
"5508","GIMAP6","T_cells"
"5509","GIMAP7","T_cells"
"5510","GMFG","T_cells"
"5511","GPR171","T_cells"
"5512","GPR18","T_cells"
"5513","GZMK","T_cells"
"5514","HCST","T_cells"
"5515","HMHA1","T_cells"
"5516","HVCN1","T_cells"
"5517","ICOS","T_cells"
"5518","IL10RA","T_cells"
"5519","IL16","T_cells"
"5520","IL23A","T_cells"
"5521","IL7R","T_cells"
"5522","ITGAL","T_cells"
"5523","ITK","T_cells"
"5524","KLHL6","T_cells"
"5525","KLRB1","T_cells"
"5526","LCP1","T_cells"
"5527","LY86","T_cells"
"5528","NCF1B","T_cells"
"5529","NLRC3","T_cells"
"5530","PARVG","T_cells"
"5531","PRKCH","T_cells"
"5532","PSTPIP1","T_cells"
"5533","PTPRCAP","T_cells"
"5534","PVRIG","T_cells"
"5535","RASSF5","T_cells"
"5536","RCSD1","T_cells"
"5537","RGS18","T_cells"
"5538","RHOH","T_cells"
"5539","SASH3","T_cells"
"5540","SH2D1A","T_cells"
"5541","SIRPG","T_cells"
"5542","SLA","T_cells"
"5543","SP140","T_cells"
"5544","TARP","T_cells"
"5545","TBC1D10C","T_cells"
"5546","TNFRSF9","T_cells"
"5547","TRAC","T_cells"
"5548","TRAF3IP3","T_cells"
"5549","TRAT1","T_cells"
"5550","TRGC2","T_cells"
"5551","TRGV9","T_cells"
"5552","UBASH3A","T_cells"
"5553","ADAMDEC1","Macrophages"
"5554","ADORA3","Macrophages"
"5555","AOAH","Macrophages"
"5556","ARRB2","Macrophages"
"5557","ATP8B4","Macrophages"
"5558","BCL2A1","Macrophages"
"5559","C1ORF54","Macrophages"
"5560","C1QA","Macrophages"
"5561","C1QB","Macrophages"
"5562","C2","Macrophages"
"5563","C3AR1","Macrophages"
"5564","C5AR1","Macrophages"
"5565","CCR1","Macrophages"
"5566","CCRL2","Macrophages"
"5567","CD163","Macrophages"
"5568","CD300A","Macrophages"
"5569","CD4","Macrophages"
"5570","CD68","Macrophages"
"5571","CD74","Macrophages"
"5572","CD86","Macrophages"
"5573","CECR1","Macrophages"
"5574","CLEC7A","Macrophages"
"5575","CMKLR1","Macrophages"
"5576","CSF1R","Macrophages"
"5577","CTSB","Macrophages"
"5578","CTSS","Macrophages"
"5579","CYBB","Macrophages"
"5580","CYTH4","Macrophages"
"5581","DPYD","Macrophages"
"5582","EMR2","Macrophages"
"5583","FCER1G","Macrophages"
"5584","FCGR1A","Macrophages"
"5585","FCGR1B","Macrophages"
"5586","FCGR2A","Macrophages"
"5587","FCGR3B","Macrophages"
"5588","FPR3","Macrophages"
"5589","GPNMB","Macrophages"
"5590","HK3","Macrophages"
"5591","HLA-DRB6","Macrophages"
"5592","IFI30","Macrophages"
"5593","IGSF6","Macrophages"
"5594","ITGAM","Macrophages"
"5595","ITGAX","Macrophages"
"5596","ITGB2","Macrophages"
"5597","LAIR1","Macrophages"
"5598","LAPTM5","Macrophages"
"5599","LILRB4","Macrophages"
"5600","LIPA","Macrophages"
"5601","LY96","Macrophages"
"5602","MAN2B1","Macrophages"
"5603","MFSD1","Macrophages"
"5604","MNDA","Macrophages"
"5605","MS4A4A","Macrophages"
"5606","MS4A7","Macrophages"
"5607","MSR1","Macrophages"
"5608","MYO1F","Macrophages"
"5609","NCKAP1L","Macrophages"
"5610","NPL","Macrophages"
"5611","NR1H3","Macrophages"
"5612","PLA2G7","Macrophages"
"5613","PLEKHO2","Macrophages"
"5614","SCPEP1","Macrophages"
"5615","SLAMF8","Macrophages"
"5616","SLC15A3","Macrophages"
"5617","SLC31A2","Macrophages"
"5618","SLCO2B1","Macrophages"
"5619","SNX10","Macrophages"
"5620","SPI1","Macrophages"
"5621","TBXAS1","Macrophages"
"5622","TLR8","Macrophages"
"5623","TMEM140","Macrophages"
"5624","TNFAIP2","Macrophages"
"5625","TNFRSF1B","Macrophages"
"5626","TNFSF13B","Macrophages"
"5627","TRPV2","Macrophages"
"5628","TYMP","Macrophages"
"5629","TYROBP","Macrophages"
"5630","VSIG4","Macrophages"
"5631","AGTRAP","Monocytes"
"5632","AIF1","Monocytes"
"5633","C10ORF54","Monocytes"
"5634","CD14","Monocytes"
"5635","CD300LF","Monocytes"
"5636","CD33","Monocytes"
"5637","CD93","Monocytes"
"5638","CTSD","Monocytes"
"5639","EMILIN2","Monocytes"
"5640","FCN1","Monocytes"
"5641","FES","Monocytes"
"5642","FGR","Monocytes"
"5643","GNS","Monocytes"
"5644","GRN","Monocytes"
"5645","HCK","Monocytes"
"5646","HMOX1","Monocytes"
"5647","KIAA0930","Monocytes"
"5648","LILRA6","Monocytes"
"5649","LILRB2","Monocytes"
